callsign,Airlines,icao24,origin,destination,firstseen
UAL642,,a0acf9,KIAH,KORD,4/19/2020
UAL624,,aa7e2e,KIAH,KORD,4/19/2020
UAL1899,,a94bff,KIAH,KORD,4/19/2020
UAL713,,a0acf9,KIAH,KORD,4/20/2020
NKS500,,a6a425,KIAH,KORD,4/20/2020
AAL1224,,a4ba76,KIAH,KORD,4/20/2020
UAL642,,a94bfc,KIAH,KORD,4/20/2020
ASQ3913,,a041ca,KIAH,KORD,4/20/2020
UAL390,,ab0b1f,KIAH,KORD,4/20/2020
UAL624,,a81006,KIAH,KORD,4/20/2020
UAL1899,,aa7abd,KIAH,KORD,4/20/2020
UAL713,,a39fb7,KIAH,KORD,4/21/2020
NKS500,,a6a425,KIAH,KORD,4/21/2020
UAL642,,aa7e36,KIAH,KORD,4/21/2020
ASQ3913,,a15666,KIAH,KORD,4/21/2020
UAL390,,ab4c9f,KIAH,KORD,4/21/2020
UAL624,,ac0b7f,KIAH,KORD,4/21/2020
UAL1899,,aa4c1a,KIAH,KORD,4/21/2020
UAL713,,a28947,KIAH,KORD,4/22/2020
NKS500,,a69549,KIAH,KORD,4/22/2020
AAL1224,,ac7658,KIAH,KORD,4/22/2020
UAL642,,a2c35b,KIAH,KORD,4/22/2020
UAL390,,a53774,KIAH,KORD,4/22/2020
UAL624,,aacd50,KIAH,KORD,4/22/2020
UAL1899,,a8d5a4,KIAH,KORD,4/22/2020
UAL713,,aa73b9,KIAH,KORD,4/23/2020
NKS500,,a6a425,KIAH,KORD,4/23/2020
AAL1224,,ac7658,KIAH,KORD,4/23/2020
UAL642,,a239e0,KIAH,KORD,4/23/2020
UAL390,,abb440,KIAH,KORD,4/23/2020
UAL624,,aa5694,KIAH,KORD,4/23/2020
UAL1899,,a494c5,KIAH,KORD,4/23/2020
UAL713,,a445ef,KIAH,KORD,4/24/2020
NKS500,,a6b1a3,KIAH,KORD,4/24/2020
UAL642,,aa7e7d,KIAH,KORD,4/24/2020
UAL390,,ac55f3,KIAH,KORD,4/24/2020
UAL624,,aa7e2e,KIAH,KORD,4/24/2020
UAL1899,,a49f89,KIAH,KORD,4/24/2020
UAL713,,a28947,KIAH,KORD,4/25/2020
NKS500,,a6a425,KIAH,KORD,4/25/2020
UAL642,,a9d5e4,KIAH,KORD,4/25/2020
UAL390,,a5ca4b,KIAH,KORD,4/25/2020
UAL624,,a8d4ad,KIAH,KORD,4/25/2020
UAL1899,,a837a6,KIAH,KORD,4/25/2020
UAL713,,aa73b9,KIAH,KORD,4/26/2020
NKS500,,a69549,KIAH,KORD,4/26/2020
UAL642,,aaa5d4,KIAH,KORD,4/26/2020
UAL390,,a5bccd,KIAH,KORD,4/26/2020
UAL624,,a135cb,KIAH,KORD,4/26/2020
UAL1899,,a94ae3,KIAH,KORD,4/26/2020
UAL713,,aa7e56,KIAH,KORD,4/27/2020
NKS500,,a6a425,KIAH,KORD,4/27/2020
UAL642,,aaa5d4,KIAH,KORD,4/27/2020
UAL390,,ac64cf,KIAH,KORD,4/27/2020
UAL624,,a23a28,KIAH,KORD,4/27/2020
UAL1899,,aa7e36,KIAH,KORD,4/27/2020
UAL713,,aa56f8,KIAH,KORD,4/28/2020
NKS500,,a6a06e,KIAH,KORD,4/28/2020
AAL1224,,a4ba76,KIAH,KORD,4/28/2020
UAL642,,aa56b3,KIAH,KORD,4/28/2020
ASQ3913,,a0c697,KIAH,KORD,4/28/2020
UAL390,,aba91b,KIAH,KORD,4/28/2020
UAL624,,aa7e56,KIAH,KORD,4/28/2020
UAL1899,,a94b2b,KIAH,KORD,4/28/2020
UAL713,,aa568f,KIAH,KORD,4/29/2020
NKS500,,a69549,KIAH,KORD,4/29/2020
UAL642,,aa7e7b,KIAH,KORD,4/29/2020
ASQ3913,,a0a04e,KIAH,KORD,4/29/2020
UAL390,,aaf633,KIAH,KORD,4/29/2020
UAL624,,a41722,KIAH,KORD,4/29/2020
UAL1899,,a494c5,KIAH,KORD,4/29/2020
UAL713,,a13650,KIAH,KORD,4/30/2020
NKS500,,a69549,KIAH,KORD,4/30/2020
UAL642,,aa56d8,KIAH,KORD,4/30/2020
ASQ3913,,a0a00e,KIAH,KORD,4/30/2020
UAL390,,ac64cf,KIAH,KORD,4/30/2020
UAL624,,aa56f8,KIAH,KORD,4/30/2020
UAL1899,,a94ae3,KIAH,KORD,4/30/2020
AAL1833,,a101c3,KLAX,KLAS,4/1/2020
AAL248,,a11eb7,KLAX,KLAS,4/1/2020
SWA3408,,abc40d,KLAX,KLAS,4/1/2020
AAL2785,,ad64cd,KLAX,KLAS,4/1/2020
UAL2048,,a0acfd,KLAX,KLAS,4/1/2020
ASA1490,,a8233e,KLAX,KLAS,4/1/2020
SWA1078,,ab5eb2,KLAX,KLAS,4/1/2020
AAL1763,,a0e7f4,KLAX,KLAS,4/1/2020
SWA949,,accb50,KLAX,KLAS,4/1/2020
AAL1339,,ad7760,KLAX,KLAS,4/1/2020
DAL2962,,ac7aa9,KLAX,KLAS,4/1/2020
NKS562,,a842a9,KLAX,KLAS,4/1/2020
CPZ5782,,a80552,KLAX,KLAS,4/1/2020
AAL1366,,a05776,KLAX,KLAS,4/1/2020
NKS896,,acb599,KLAX,KLAS,4/1/2020
SKW3988,,a2fe8f,KLAX,KLAS,4/1/2020
AAL1555,,ace6e2,KLAX,KLAS,4/1/2020
AAL2307,,a722b1,KLAX,KLAS,4/1/2020
NKS720,,a842a9,KLAX,KLAS,4/1/2020
AAL1833,,a0b550,KLAX,KLAS,4/2/2020
AAL248,,a722b1,KLAX,KLAS,4/2/2020
SWA3408,,ad1a4e,KLAX,KLAS,4/2/2020
AAL2785,,a3b11e,KLAX,KLAS,4/2/2020
DAL1729,,a486cc,KLAX,KLAS,4/2/2020
SWA1078,,a2886c,KLAX,KLAS,4/2/2020
AAL312,,a71b43,KLAX,KLAS,4/2/2020
ASA1490,,a86717,KLAX,KLAS,4/2/2020
AAL1763,,a0f566,KLAX,KLAS,4/2/2020
DAL2962,,abd2e6,KLAX,KLAS,4/2/2020
SWA949,,abd8c1,KLAX,KLAS,4/2/2020
AAL1339,,ad5c33,KLAX,KLAS,4/2/2020
NKS562,,a86ddf,KLAX,KLAS,4/2/2020
SKW3622,,a2f111,KLAX,KLAS,4/2/2020
SWA2547,,a50f40,KLAX,KLAS,4/2/2020
NKS896,,a7cfe3,KLAX,KLAS,4/2/2020
SWA4445,,a9bf32,KLAX,KLAS,4/2/2020
AAL1555,,ad6ec6,KLAX,KLAS,4/2/2020
NKS720,,a86ddf,KLAX,KLAS,4/2/2020
AAL2307,,a4d7e4,KLAX,KLAS,4/2/2020
SKW3623,,a2f111,KLAX,KLAS,4/3/2020
AAL1833,,adc8e7,KLAX,KLAS,4/3/2020
AAL248,,a4d7e4,KLAX,KLAS,4/3/2020
SWA1078,,abeb9f,KLAX,KLAS,4/3/2020
AAL312,,a6c88e,KLAX,KLAS,4/3/2020
AAL2785,,abd77e,KLAX,KLAS,4/3/2020
AAL1339,,ac5cd7,KLAX,KLAS,4/3/2020
AAL1763,,a101c3,KLAX,KLAS,4/3/2020
SWA949,,aa963e,KLAX,KLAS,4/3/2020
NKS562,,a8553c,KLAX,KLAS,4/3/2020
AAL1366,,a1427f,KLAX,KLAS,4/3/2020
SKW3622,,a2d359,KLAX,KLAS,4/3/2020
SWA2547,,acaef6,KLAX,KLAS,4/3/2020
NKS896,,acae2b,KLAX,KLAS,4/3/2020
AAL1555,,a3b11e,KLAX,KLAS,4/3/2020
AAL2307,,a1427f,KLAX,KLAS,4/3/2020
SWA1799,,a9d7c1,KLAX,KLAS,4/3/2020
NKS720,,a8553c,KLAX,KLAS,4/3/2020
SKW3623,,a2de7e,KLAX,KLAS,4/3/2020
AAL248,,a1427f,KLAX,KLAS,4/4/2020
AAL2785,,a3c9c5,KLAX,KLAS,4/4/2020
ASA1490,,a835d1,KLAX,KLAS,4/4/2020
SWA1078,,a71b6d,KLAX,KLAS,4/4/2020
AAL312,,a149f1,KLAX,KLAS,4/4/2020
SKW3556,,a2be6d,KLAX,KLAS,4/4/2020
AAL1763,,a4bf41,KLAX,KLAS,4/4/2020
AAL1339,,abd77e,KLAX,KLAS,4/4/2020
SWA949,,abb995,KLAX,KLAS,4/4/2020
NKS562,,a80287,KLAX,KLAS,4/4/2020
AAL1162,,a09cad,KLAX,KLAS,4/4/2020
SKW3622,,a2e235,KLAX,KLAS,4/4/2020
NKS896,,acd5aa,KLAX,KLAS,4/4/2020
AAL1555,,a3d4ed,KLAX,KLAS,4/4/2020
SKW3985,,a2e235,KLAX,KLAS,4/4/2020
AAL2307,,a15c80,KLAX,KLAS,4/4/2020
NKS720,,a86061,KLAX,KLAS,4/4/2020
AAL248,,a15c80,KLAX,KLAS,4/5/2020
AAL2785,,ad1218,KLAX,KLAS,4/5/2020
SWA3523,,a4ec6b,KLAX,KLAS,4/5/2020
ASA1490,,abb0a2,KLAX,KLAS,4/5/2020
AAL312,,a74679,KLAX,KLAS,4/5/2020
SKW3556,,a2de7e,KLAX,KLAS,4/5/2020
AAL1763,,a4d42d,KLAX,KLAS,4/5/2020
AAL1339,,adf194,KLAX,KLAS,4/5/2020
NKS562,,a83ef2,KLAX,KLAS,4/5/2020
AAL1162,,a08a1a,KLAX,KLAS,4/5/2020
SKW3622,,a2e235,KLAX,KLAS,4/5/2020
NKS896,,ac77d0,KLAX,KLAS,4/5/2020
SWA6036,,abdd6d,KLAX,KLAS,4/5/2020
SKW3985,,a2e235,KLAX,KLAS,4/5/2020
AAL2307,,a7302f,KLAX,KLAS,4/5/2020
NKS720,,a84660,KLAX,KLAS,4/5/2020
SWA4551,,a4c8a3,KLAX,KLAS,4/5/2020
AAL248,,a7302f,KLAX,KLAS,4/6/2020
AAL2785,,a3c9c5,KLAX,KLAS,4/6/2020
UAL2048,,aa7e99,KLAX,KLAS,4/6/2020
AAL312,,a1314e,KLAX,KLAS,4/6/2020
AAL1763,,a0d90c,KLAX,KLAS,4/6/2020
AAL1339,,aaee3b,KLAX,KLAS,4/6/2020
NKS562,,a88429,KLAX,KLAS,4/6/2020
SWA2076,,aab169,KLAX,KLAS,4/6/2020
UAL1540,,a81006,KLAX,KLAS,4/6/2020
AAL1366,,a7302f,KLAX,KLAS,4/6/2020
SKW3622,,a2de7e,KLAX,KLAS,4/6/2020
NKS896,,acd961,KLAX,KLAS,4/6/2020
AAL2307,,a4dd65,KLAX,KLAS,4/6/2020
NKS720,,a7fed0,KLAX,KLAS,4/6/2020
SWA4479,,aa779d,KLAX,KLAS,4/6/2020
NKS1073,,a809f5,KLAX,KLAS,4/7/2020
UAL2048,,a14ad4,KLAX,KLAS,4/7/2020
SWA1078,,a586b0,KLAX,KLAS,4/7/2020
SKW3556,,a2af91,KLAX,KLAS,4/7/2020
AAL1339,,ad7760,KLAX,KLAS,4/7/2020
NKS598,,a887e0,KLAX,KLAS,4/7/2020
SWA2076,,a22839,KLAX,KLAS,4/7/2020
SKW3622,,a2d710,KLAX,KLAS,4/7/2020
NKS896,,a87cbb,KLAX,KLAS,4/7/2020
AAL1583,,aaee3b,KLAX,KLAS,4/7/2020
SKW3985,,a2d710,KLAX,KLAS,4/7/2020
SWA4479,,a4fda0,KLAX,KLAS,4/7/2020
ASA1490,,a8522b,KLAX,KLAS,4/8/2020
SWA1078,,a2d3b3,KLAX,KLAS,4/8/2020
SKW3556,,a29337,KLAX,KLAS,4/8/2020
SWA2076,,a9b40d,KLAX,KLAS,4/8/2020
SKW3622,,a2e235,KLAX,KLAS,4/8/2020
AAL1583,,a0b550,KLAX,KLAS,4/8/2020
SKW3985,,a32867,KLAX,KLAS,4/8/2020
SWA4479,,ad694c,KLAX,KLAS,4/8/2020
UAL2048,,aa56d8,KLAX,KLAS,4/9/2020
ASA1490,,ab9091,KLAX,KLAS,4/9/2020
SWA1078,,a22482,KLAX,KLAS,4/9/2020
SKW3556,,a2c224,KLAX,KLAS,4/9/2020
SWA2076,,ad0919,KLAX,KLAS,4/9/2020
SKW3622,,a27a94,KLAX,KLAS,4/9/2020
SKW3985,,a2be6d,KLAX,KLAS,4/9/2020
SWA4479,,ac712d,KLAX,KLAS,4/9/2020
AAL277,,a05776,KLAX,KLAS,4/9/2020
UAL2048,,aa56b6,KLAX,KLAS,4/10/2020
SWA1078,,acdde3,KLAX,KLAS,4/10/2020
SKW3556,,a2f111,KLAX,KLAS,4/10/2020
SWA2076,,a31533,KLAX,KLAS,4/10/2020
SKW3622,,a324b0,KLAX,KLAS,4/10/2020
AAL1583,,a06db4,KLAX,KLAS,4/10/2020
SKW3985,,a2f111,KLAX,KLAS,4/10/2020
SWA1286,,a56e0d,KLAX,KLAS,4/10/2020
UAL2048,,ac0b61,KLAX,KLAS,4/11/2020
SWA1078,,ad1697,KLAX,KLAS,4/11/2020
SKW3556,,a2b6ff,KLAX,KLAS,4/11/2020
AAL1208,,a06db4,KLAX,KLAS,4/11/2020
SKW3622,,a2a213,KLAX,KLAS,4/11/2020
SWA5199,,a29748,KLAX,KLAS,4/11/2020
SKW3985,,a2a213,KLAX,KLAS,4/11/2020
AAL248,,a10614,KLAX,KLAS,4/12/2020
UAL2048,,a2b0cd,KLAX,KLAS,4/12/2020
SKW3556,,a2fad8,KLAX,KLAS,4/12/2020
SKW3622,,a2e9a3,KLAX,KLAS,4/12/2020
SWA6036,,a717b6,KLAX,KLAS,4/12/2020
AAL1583,,ac407d,KLAX,KLAS,4/12/2020
SKW3985,,a2c992,KLAX,KLAS,4/12/2020
SWA4551,,a63388,KLAX,KLAS,4/12/2020
SKW3556,,a2c992,KLAX,KLAS,4/13/2020
SWA2076,,a26c12,KLAX,KLAS,4/13/2020
SKW3622,,a2c992,KLAX,KLAS,4/13/2020
AAL1583,,adb3cb,KLAX,KLAS,4/13/2020
SKW3985,,a2c992,KLAX,KLAS,4/13/2020
SWA4479,,acdde3,KLAX,KLAS,4/13/2020
SWA1078,,a24c01,KLAX,KLAS,4/14/2020
SKW3556,,a29337,KLAX,KLAS,4/14/2020
SKW3622,,a2c992,KLAX,KLAS,4/14/2020
SWA2230,,ad3a5f,KLAX,KLAS,4/14/2020
SWA9001,,a600e4,KLAX,KLAS,4/14/2020
SKW3985,,a2c992,KLAX,KLAS,4/14/2020
AAL277,,a1057a,KLAX,KLAS,4/14/2020
SKW3556,,a2fad8,KLAX,KLAS,4/15/2020
SWA1151,,abc7c6,KLAX,KLAS,4/15/2020
SKW3622,,a29e5c,KLAX,KLAS,4/15/2020
SWA2230,,aaa28d,KLAX,KLAS,4/15/2020
SWA1794,,ad3098,KLAX,KLAS,4/15/2020
SKW3985,,a2a213,KLAX,KLAS,4/15/2020
SWA480,,abc012,KLAX,KLAS,4/15/2020
AAL277,,a0a7a0,KLAX,KLAS,4/15/2020
SKW3556,,a28812,KLAX,KLAS,4/16/2020
SWA1151,,ab5eb2,KLAX,KLAS,4/16/2020
SKW3622,,a29aa5,KLAX,KLAS,4/16/2020
SWA2230,,aa6fca,KLAX,KLAS,4/16/2020
SWA1794,,ace19a,KLAX,KLAS,4/16/2020
SKW3985,,a2c5db,KLAX,KLAS,4/16/2020
SWA480,,abe450,KLAX,KLAS,4/16/2020
AAL277,,a0ddfb,KLAX,KLAS,4/16/2020
SKW3556,,a2c992,KLAX,KLAS,4/17/2020
SWA1151,,ab5ed8,KLAX,KLAS,4/17/2020
SKW3622,,a320f9,KLAX,KLAS,4/17/2020
SWA2230,,a4e8b4,KLAX,KLAS,4/17/2020
AAL1583,,a08a1a,KLAX,KLAS,4/17/2020
SWA1794,,aa7b54,KLAX,KLAS,4/17/2020
SKW3985,,a320f9,KLAX,KLAS,4/17/2020
SWA1289,,a260ed,KLAX,KLAS,4/18/2020
SKW3556,,a2fe8f,KLAX,KLAS,4/18/2020
SWA1151,,ab5ade,KLAX,KLAS,4/18/2020
SKW3622,,a29e5c,KLAX,KLAS,4/18/2020
SWA5803,,abf396,KLAX,KLAS,4/18/2020
SKW3985,,a29e5c,KLAX,KLAS,4/18/2020
AAL248,,a1515b,KLAX,KLAS,4/19/2020
SKW3556,,a29e5c,KLAX,KLAS,4/19/2020
SWA1151,,ab5afe,KLAX,KLAS,4/19/2020
SKW3622,,a314d9,KLAX,KLAS,4/19/2020
AAL1583,,adb3cb,KLAX,KLAS,4/19/2020
SWA4154,,a62fd1,KLAX,KLAS,4/19/2020
SKW3985,,a2d710,KLAX,KLAS,4/19/2020
SKW3556,,a29337,KLAX,KLAS,4/20/2020
SWA1151,,ab6229,KLAX,KLAS,4/20/2020
SKW3622,,a2d710,KLAX,KLAS,4/20/2020
SWA2230,,abef2f,KLAX,KLAS,4/20/2020
AAL1583,,adbb39,KLAX,KLAS,4/20/2020
SKW3985,,a2d710,KLAX,KLAS,4/20/2020
SWA1289,,a1f94c,KLAX,KLAS,4/21/2020
SKW3556,,a2d710,KLAX,KLAS,4/21/2020
SKW3622,,a2fad8,KLAX,KLAS,4/21/2020
SWA2230,,aa3518,KLAX,KLAS,4/21/2020
SWA1794,,a62c1a,KLAX,KLAS,4/21/2020
SKW3985,,a2fad8,KLAX,KLAS,4/21/2020
SWA480,,abbc52,KLAX,KLAS,4/21/2020
AAL277,,a0ade2,KLAX,KLAS,4/21/2020
SKW3556,,a2fad8,KLAX,KLAS,4/22/2020
SWA1151,,ab628c,KLAX,KLAS,4/22/2020
SKW3622,,a32867,KLAX,KLAS,4/22/2020
AAY9500,,a3970f,KLAX,KLAS,4/22/2020
SWA2230,,ab635d,KLAX,KLAS,4/22/2020
SKW3985,,a2d710,KLAX,KLAS,4/22/2020
AAL277,,a4d7e4,KLAX,KLAS,4/22/2020
SKW3556,,a2d710,KLAX,KLAS,4/23/2020
SWA1151,,a9df2f,KLAX,KLAS,4/23/2020
SKW3622,,a2a823,KLAX,KLAS,4/23/2020
SWA2230,,a70c91,KLAX,KLAS,4/23/2020
SKW3985,,a2a823,KLAX,KLAS,4/23/2020
AAL277,,a08a1a,KLAX,KLAS,4/23/2020
SWA1289,,a62c1a,KLAX,KLAS,4/24/2020
SKW3556,,a2a823,KLAX,KLAS,4/24/2020
SWA1151,,ab5b8c,KLAX,KLAS,4/24/2020
SKW3622,,a2a823,KLAX,KLAS,4/24/2020
SWA2230,,acc3e2,KLAX,KLAS,4/24/2020
AAL1583,,a149f1,KLAX,KLAS,4/24/2020
SKW3985,,a2a823,KLAX,KLAS,4/24/2020
SWA1289,,aab169,KLAX,KLAS,4/25/2020
SKW3556,,a2ed5a,KLAX,KLAS,4/25/2020
SWA1151,,ab5ade,KLAX,KLAS,4/25/2020
SKW3622,,a2ed5a,KLAX,KLAS,4/25/2020
AAL1583,,a0e086,KLAX,KLAS,4/25/2020
SKW3985,,a2ed5a,KLAX,KLAS,4/25/2020
SKW3556,,a2be6d,KLAX,KLAS,4/26/2020
SWA1151,,ab6316,KLAX,KLAS,4/26/2020
SKW3622,,a32867,KLAX,KLAS,4/26/2020
AAL1583,,ad35e0,KLAX,KLAS,4/26/2020
SWA4154,,ace19a,KLAX,KLAS,4/26/2020
SKW3985,,a32867,KLAX,KLAS,4/26/2020
SKW3556,,a32867,KLAX,KLAS,4/27/2020
SWA1151,,ab6339,KLAX,KLAS,4/27/2020
SKW3622,,a32867,KLAX,KLAS,4/27/2020
SWA2230,,a4d621,KLAX,KLAS,4/27/2020
AAL1583,,abea11,KLAX,KLAS,4/27/2020
SWA1794,,a4c135,KLAX,KLAS,4/27/2020
SKW3985,,a32867,KLAX,KLAS,4/27/2020
SWA1289,,aaa4be,KLAX,KLAS,4/28/2020
SKW3556,,a32867,KLAX,KLAS,4/28/2020
SKW3622,,a2c224,KLAX,KLAS,4/28/2020
EJA306,,a3370b,KLAX,KLAS,4/28/2020
SWA2230,,a2886c,KLAX,KLAS,4/28/2020
SWA1794,,ad694c,KLAX,KLAS,4/28/2020
SKW3985,,a2c224,KLAX,KLAS,4/28/2020
SWA480,,abef54,KLAX,KLAS,4/28/2020
AAL277,,a4e307,KLAX,KLAS,4/28/2020
SKW3556,,a2f111,KLAX,KLAS,4/29/2020
SWA1151,,ab6316,KLAX,KLAS,4/29/2020
SKW3622,,a28f80,KLAX,KLAS,4/29/2020
SWA2230,,abeeea,KLAX,KLAS,4/29/2020
AAL1583,,a06010,KLAX,KLAS,4/29/2020
SKW3985,,a28f80,KLAX,KLAS,4/29/2020
SKW3556,,a314d9,KLAX,KLAS,4/30/2020
SWA1151,,ab627c,KLAX,KLAS,4/30/2020
SKW3622,,a314d9,KLAX,KLAS,4/30/2020
SWA1794,,aa7030,KLAX,KLAS,4/30/2020
SKW3985,,a314d9,KLAX,KLAS,4/30/2020
,,,,,
ASH5939,,ad448d,KDFW,KSDF,4/1/2020
UPS751,,a2afba,KDFW,KSDF,4/1/2020
UPS765,,a26473,KDFW,KSDF,4/1/2020
UPS767,,a75f15,KDFW,KSDF,4/1/2020
UPS793,,a0ed6e,KDFW,KSDF,4/1/2020
UPS9898,,a50894,KDFW,KSDF,4/1/2020
UPS9721,,a51b27,KDFW,KSDF,4/1/2020
UPS2785,,a27706,KDFW,KSDF,4/1/2020
UPS2751,,a30626,KDFW,KSDF,4/1/2020
ASH5992,,acdcec,KDFW,KSDF,4/1/2020
ASH5939,,acb132,KDFW,KSDF,4/2/2020
UPS751,,a25d05,KDFW,KSDF,4/2/2020
UPS765,,a2afba,KDFW,KSDF,4/2/2020
UPS793,,a0afa5,KDFW,KSDF,4/2/2020
UPS9721,,a50c4b,KDFW,KSDF,4/2/2020
UPS2785,,a2f74a,KDFW,KSDF,4/2/2020
UPS2751,,a26be1,KDFW,KSDF,4/2/2020
ASH5927,,acb132,KDFW,KSDF,4/2/2020
ASH5992,,a390e3,KDFW,KSDF,4/2/2020
UPS751,,a7ea7e,KDFW,KSDF,4/3/2020
ASH5939,,ac89b3,KDFW,KSDF,4/3/2020
UPS765,,a2a84c,KDFW,KSDF,4/3/2020
UPS767,,a2badf,KDFW,KSDF,4/3/2020
UPS793,,a06f83,KDFW,KSDF,4/3/2020
UPS9721,,a53781,KDFW,KSDF,4/3/2020
UPS5509,,a2be96,KDFW,KSDF,4/3/2020
ASH5992,,ad2bea,KDFW,KSDF,4/3/2020
ASH5939,,acea6a,KDFW,KSDF,4/4/2020
UPS765,,a2badf,KDFW,KSDF,4/4/2020
ASH5927,,acc9d5,KDFW,KSDF,4/4/2020
AAL1847,,ad857e,KDFW,KSDF,4/4/2020
ASH5992,,aca256,KDFW,KSDF,4/4/2020
ASH5939,,ac9ae8,KDFW,KSDF,4/5/2020
UPS763,,a2a84c,KDFW,KSDF,4/5/2020
UPS765,,a0a837,KDFW,KSDF,4/5/2020
ASH5927,,ac7720,KDFW,KSDF,4/5/2020
ASH5992,,a23877,KDFW,KSDF,4/5/2020
ASH5939,,acc9d5,KDFW,KSDF,4/6/2020
ASH5992,,ad2833,KDFW,KSDF,4/6/2020
ASH5939,,acf50b,KDFW,KSDF,4/7/2020
UPS751,,a26473,KDFW,KSDF,4/7/2020
UPS765,,a762cc,KDFW,KSDF,4/7/2020
UPS767,,a2d382,KDFW,KSDF,4/7/2020
UPS793,,a0b35c,KDFW,KSDF,4/7/2020
UPS9898,,a4f75f,KDFW,KSDF,4/7/2020
UPS9721,,a4e4cc,KDFW,KSDF,4/7/2020
ASH5860,,ad0822,KDFW,KSDF,4/7/2020
UPS2783,,a2daf0,KDFW,KSDF,4/7/2020
UPS2751,,a762cc,KDFW,KSDF,4/7/2020
UPS5509,,a0b713,KDFW,KSDF,4/7/2020
ASH5927,,ad0822,KDFW,KSDF,4/7/2020
ASH5731,,ad2bea,KDFW,KSDF,4/7/2020
ASH5939,,ad0822,KDFW,KSDF,4/8/2020
UPS751,,a2682a,KDFW,KSDF,4/8/2020
UPS765,,a2594e,KDFW,KSDF,4/8/2020
UPS767,,a757a7,KDFW,KSDF,4/8/2020
UPS793,,a0733a,KDFW,KSDF,4/8/2020
UPS9898,,a5b1b5,KDFW,KSDF,4/8/2020
UPS2785,,a2be96,KDFW,KSDF,4/8/2020
UPS2751,,a2afba,KDFW,KSDF,4/8/2020
AAL817,,a9e6df,KDFW,KSDF,4/8/2020
ASH5731,,acc9d5,KDFW,KSDF,4/8/2020
UPS751,,a2f13a,KDFW,KSDF,4/9/2020
ASH5939,,ad4fb2,KDFW,KSDF,4/9/2020
UPS765,,a2e25e,KDFW,KSDF,4/9/2020
UPS793,,a08f94,KDFW,KSDF,4/9/2020
UPS9721,,a513b9,KDFW,KSDF,4/9/2020
ASH5860,,acc61e,KDFW,KSDF,4/9/2020
UPS2785,,a2fb01,KDFW,KSDF,4/9/2020
UPS2751,,a2daf0,KDFW,KSDF,4/9/2020
AAL1143,,a9fb4e,KDFW,KSDF,4/9/2020
UPS751,,a2cfcb,KDFW,KSDF,4/10/2020
UPS765,,a2682a,KDFW,KSDF,4/10/2020
UPS767,,a2a84c,KDFW,KSDF,4/10/2020
UPS793,,a0baca,KDFW,KSDF,4/10/2020
UPS9721,,a59f22,KDFW,KSDF,4/10/2020
UPS2751,,a77f26,KDFW,KSDF,4/10/2020
UPS5509,,a2dea7,KDFW,KSDF,4/10/2020
ASH5927,,ad247c,KDFW,KSDF,4/10/2020
AAL1143,,aa6ade,KDFW,KSDF,4/10/2020
ASH5939,,a23fe5,KDFW,KSDF,4/11/2020
UPS765,,a2f13a,KDFW,KSDF,4/11/2020
ASH5796,,ad046b,KDFW,KSDF,4/11/2020
ASH5939,,ad35b1,KDFW,KSDF,4/12/2020
UPS765,,a0fea3,KDFW,KSDF,4/12/2020
UPS763,,a2f74a,KDFW,KSDF,4/12/2020
AAL817,,aaed17,KDFW,KSDF,4/12/2020
ASH5731,,acf50b,KDFW,KSDF,4/12/2020
ASH5939,,ac9ae8,KDFW,KSDF,4/13/2020
AAL1143,,ab7270,KDFW,KSDF,4/13/2020
ASH5939,,acee21,KDFW,KSDF,4/14/2020
UPS765,,a2f74a,KDFW,KSDF,4/14/2020
UPS767,,a2afba,KDFW,KSDF,4/14/2020
UPS751,,a30626,KDFW,KSDF,4/14/2020
UPS9721,,a4eff1,KDFW,KSDF,4/14/2020
UPS2783,,a2734f,KDFW,KSDF,4/14/2020
UPS2751,,a80e46,KDFW,KSDF,4/14/2020
UPS5509,,a0fea3,KDFW,KSDF,4/14/2020
ASH5883,,ac9121,KDFW,KSDF,4/14/2020
ASH5939,,acb8a0,KDFW,KSDF,4/15/2020
UPS765,,a0baca,KDFW,KSDF,4/15/2020
UPS767,,a2b728,KDFW,KSDF,4/15/2020
UPS751,,a2dea7,KDFW,KSDF,4/15/2020
UPS2785,,a2badf,KDFW,KSDF,4/15/2020
UPS2751,,a2d382,KDFW,KSDF,4/15/2020
ASH5927,,ad40d6,KDFW,KSDF,4/15/2020
AAL817,,ab1496,KDFW,KSDF,4/15/2020
UPS765,,a30d94,KDFW,KSDF,4/16/2020
UPS767,,a2d382,KDFW,KSDF,4/16/2020
UPS751,,a2a84c,KDFW,KSDF,4/16/2020
ASH5860,,ad247c,KDFW,KSDF,4/16/2020
UPS2785,,a2badf,KDFW,KSDF,4/16/2020
UPS2751,,a30d94,KDFW,KSDF,4/16/2020
AAL1143,,aaf485,KDFW,KSDF,4/16/2020
UPS765,,a26473,KDFW,KSDF,4/17/2020
ASH5731,,ad15a0,KDFW,KSDF,4/17/2020
UPS767,,a2b371,KDFW,KSDF,4/17/2020
UPS751,,a2badf,KDFW,KSDF,4/17/2020
UPS9721,,a4dd5e,KDFW,KSDF,4/17/2020
UPS2751,,a2b371,KDFW,KSDF,4/17/2020
UPS5509,,a27706,KDFW,KSDF,4/17/2020
ASH5731,,acc9d5,KDFW,KSDF,4/17/2020
UPS765,,a25d05,KDFW,KSDF,4/18/2020
ASH5939,,aca256,KDFW,KSDF,4/19/2020
